time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],Sun in forbidden angle[],Earth in forbidden angle[],Moon in forbidden angle[],sun_pos_imgsensor_ (0)[pix],sun_pos_imgsensor_ (1)[pix],earth_pos_imgsensor_ (0)[pix],earth_pos_imgsensor_ (1)[pix],moon_pos_imgsensor_ (0)[pix],moon_pos_imgsensor_ (1)[pix],quaternion_STT0_i2c(0)[-],quaternion_STT0_i2c(1)[-],quaternion_STT0_i2c(2)[-],quaternion_STT0_i2c(3)[-],STT error flag0,STIM210_c(X)[deg/s],STIM210_c(Y)[deg/s],STIM210_c(Z)[deg/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],mag_sensor2_c(X)[nT],mag_sensor2_c(Y)[nT],mag_sensor2_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],NanoSSOC D601_c(X)[-],NanoSSOC D601_c(Y)[-],NanoSSOC D601_c(Z)[-],sun_detected_flag1[-],NanoSSOC D602_c(X)[-],NanoSSOC D602_c(Y)[-],NanoSSOC D602_c(Z)[-],sun_detected_flag2[-],NanoSSOC D603_c(X)[-],NanoSSOC D603_c(Y)[-],NanoSSOC D603_c(Z)[-],sun_detected_flag3[-],NanoSSOC D604_c(X)[-],NanoSSOC D604_c(Y)[-],NanoSSOC D604_c(Z)[-],sun_detected_flag4[-],MTQ_seiren1_b(X)[Am^2],MTQ_seiren1_b(Y)[Am^2],MTQ_seiren1_b(Z)[Am^2],MTQ_seiren1_b(X)[Nm],MTQ_seiren1_b(Y)[Nm],MTQ_seiren1_b(Z)[Nm],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],OEM7600_year,OEM7600_month,OEM7600_day,OEM7600_hour,OEM7600_min,OEM7600_sec,OEM7600_posXYZ_ECEF(X)[m],OEM7600_posXYZ_ECEF(Y)[m],OEM7600_posXYZ_ECEF(Z)[m],OEM7600_velXYZ_ECEF(X)[m/s],OEM7600_velXYZ_ECEF(Y)[m/s],OEM7600_velXYZ_ECEF(Z)[m/s],OEM7600_lat[rad],OEM7600_lon[rad],OEM7600_alt[m],OEM7600vis_flag,OEM7600vis_num,TH1thrust_b(X)[N],TH1thrust_b(Y)[N],TH1thrust_b(Z)[N],TH1torque_b(X)[Nm],TH1torque_b(Y)[Nm],TH1torque_b(Z)[Nm],TH1thrust[N],
170,0,0,0,0,0,0,-9.70706e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.67,-741.594,-3.5748e+08,-1.31718e+08,-4.35351e+07,431.281,-811.876,-447.781,0.000215901,0.00644007,0.00222439,0.150044,0.0931794,0.63529,-0.751806,-1.05888e-06,-1.81534e-06,2.08588e-06,0.00198305,6.72062e-06,2683562.272835147,4553172.414357933,-4216945.946570579,-3772.443586,5598.772615,3647.42888,-4647.049397,-3272.658269,5155.187931,0,0,0,-0.676537,2.6475,391531,19730.9,42387.6,-15061.5,-40830,27268.4,1486.22,0,0,5.14792e+06,-3.76263e+06,2.24877e+06,-13670,-30624.1,-19952,1.03882e+11,-2.31737e+10,-1.01701e+11,-5.98867e+06,8.02638e+07,-2.44151e+07,5.01821e+07,-3.70019e+08,-1.01987e+08,-1.49698e+06,317049,-1.88216e+06,7.1604e-08,8.07429e-24,-1.63917e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.028075,0.0363516,0.0434389,-1.13048e-06,-1.81534e-06,2.2498e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170.5,0,0,0,0,0,0,-9.70705e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.67,-741.593,-3.5748e+08,-1.31718e+08,-4.35353e+07,431.282,-811.876,-447.781,0.000216335,0.00643607,0.002232,0.148931,0.091794,0.635088,-0.752367,-7.86051e-07,-1.42702e-06,2.67479e-06,0.00198223,6.71632e-06,2681486.990985254,4556250.716619397,-4214939.124351527,-3774.343519,5595.5467,3650.423513,-4665.641697,-3269.008795,5140.697691,0,0,0,-0.676157,2.64809,391522,19699.7,42401.4,-15021.3,-40806.7,27285.6,1379.25,0,0,5.13788e+06,-3.76687e+06,2.2646e+06,-13648,-30617.1,-19968.7,1.04213e+11,-2.33132e+10,-1.0133e+11,-6.04403e+06,7.90658e+07,-2.44159e+07,5.00926e+07,-3.7009e+08,-1.01769e+08,-1.49204e+06,317750,-1.88521e+06,7.21891e-08,-1.21508e-23,-1.63781e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0328449,0.0475995,0.03386,-8.58241e-07,-1.42702e-06,2.83857e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,0,0,0,0,0,0,-9.70703e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.67,-741.592,-3.57479e+08,-1.31718e+08,-4.35355e+07,431.284,-811.875,-447.781,0.000216768,0.006433,0.00223747,0.148041,0.0906859,0.634924,-0.752816,-1.56707e-06,-2.60975e-06,3.20935e-06,0.00198158,6.71284e-06,2679826.013461362,4558712.080572175,-4213332.481044356,-3775.862411,5592.96439,3652.8182,-4680.482177,-3266.061656,5129.073627,0,0,0,-0.675853,2.64857,391514,19674.8,42412.4,-14989.2,-40787.8,27299.5,1293.78,0,0,5.1298e+06,-3.77026e+06,2.27723e+06,-13631,-30611.4,-19980.6,1.04476e+11,-2.34253e+10,-1.01032e+11,-6.00201e+06,7.82161e+07,-2.43509e+07,5.00192e+07,-3.70147e+08,-1.01594e+08,-1.48787e+06,318402,-1.88787e+06,7.26573e-08,1.31076e-25,-1.63671e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0465233,0.0515585,0.0625078,-1.63973e-06,-2.60975e-06,3.37302e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171.5,0,0,0,0,0,0,-9.70702e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.66,-741.591,-3.57479e+08,-1.31719e+08,-4.35357e+07,431.285,-811.875,-447.781,0.000217174,0.00642906,0.00224317,0.146929,0.089301,0.634715,-0.753375,-1.58014e-06,-2.56354e-06,2.05203e-06,0.00198069,6.70782e-06,2677748.700110957,4561787.412185892,-4211322.548492305,-3777.759846,5589.734298,3655.810502,-4698.988951,-3262.345718,5114.504145,0,0,0,-0.675472,2.64916,391505,19643.6,42426,-14949,-40763.8,27317,1187.05,0,0,5.11965e+06,-3.7745e+06,2.293e+06,-13606.8,-30601.2,-19997.6,1.04804e+11,-2.35662e+10,-1.00659e+11,-6.01717e+06,7.71505e+07,-2.43364e+07,4.99254e+07,-3.70219e+08,-1.01377e+08,-1.48259e+06,319192,-1.89105e+06,7.32425e-08,9.63411e-24,-1.63531e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0370251,0.0295395,0.0618094,-1.65338e-06,-2.56354e-06,2.21556e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,0,0,0,0,0,0,-9.707e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.66,-741.59,-3.57479e+08,-1.31719e+08,-4.3536e+07,431.286,-811.874,-447.781,0.000217414,0.0064258,0.00224895,0.146039,0.0881934,0.634546,-0.753821,-1.51947e-06,-2.48284e-06,2.50992e-06,0.00198,6.70415e-06,2676086.219975331,4564246.218024561,-4209713.535512622,-3779.276628,5587.148837,3658.203146,-4713.759705,-3259.346806,5102.817072,0,0,0,-0.675168,2.64963,391498,19618.6,42436.9,-14916.8,-40744.3,27331,1101.78,0,0,5.11149e+06,-3.7779e+06,2.30558e+06,-13588.6,-30594.5,-20011.2,1.05065e+11,-2.36794e+10,-1.0036e+11,-6.05948e+06,7.62332e+07,-2.43395e+07,4.98485e+07,-3.70276e+08,-1.01203e+08,-1.47853e+06,319781,-1.8935e+06,7.37107e-08,-4.19444e-25,-1.63417e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0397902,0.0389216,0.059861,-1.59318e-06,-2.48284e-06,2.67334e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172.5,0,0,0,0,0,0,-9.70699e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.66,-741.588,-3.57479e+08,-1.3172e+08,-4.35362e+07,431.288,-811.874,-447.78,0.000218391,0.00642244,0.00225538,0.144927,0.0868091,0.634331,-0.754377,-1.59218e-06,-2.56369e-06,2.10257e-06,0.00197931,6.7006e-06,2674007.181551916,4567318.125310137,-4207700.789116695,-3781.171286,5583.915044,3661.192674,-4732.180751,-3255.564435,5088.168714,0,0,0,-0.674787,2.65023,391489,19587.4,42450.5,-14876.6,-40719.6,27348.6,995.311,0,0,5.10123e+06,-3.78215e+06,2.32127e+06,-13568.3,-30588,-20026.1,1.0539e+11,-2.38217e+10,-9.99852e+10,-6.0272e+06,7.51472e+07,-2.42661e+07,4.97503e+07,-3.70348e+08,-1.00986e+08,-1.47339e+06,320581,-1.89675e+06,7.4296e-08,-9.97492e-24,-1.63273e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0444129,0.0258159,0.061874,-1.66647e-06,-2.56369e-06,2.26584e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,0,0,0,0,0,0,-9.70697e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.66,-741.587,-3.57478e+08,-1.3172e+08,-4.35364e+07,431.289,-811.874,-447.78,0.000219332,0.00641989,0.00226124,0.144038,0.0857018,0.634156,-0.754821,-8.16946e-07,-1.43672e-06,3.15522e-06,0.00197884,6.69838e-06,2672343.200858583,4569774.370163856,-4206089.408490577,-3782.685956,5581.326436,3663.583274,-4746.884,-3252.510905,5076.418554,0,0,0,-0.674482,2.6507,391482,19562.5,42461.3,-14844.4,-40699.6,27362.8,910.226,0,0,5.09298e+06,-3.78555e+06,2.3338e+06,-13550.7,-30581.5,-20038.9,1.05648e+11,-2.3936e+10,-9.96848e+10,-6.0329e+06,7.42754e+07,-2.42378e+07,4.967e+07,-3.70406e+08,-1.00812e+08,-1.46925e+06,321210,-1.89929e+06,7.47643e-08,3.19827e-23,-1.63156e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0574534,0.0429067,0.0340158,-8.91711e-07,-1.43672e-06,3.31837e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173.5,0,0,0,0,0,0,-9.70696e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.65,-741.586,-3.57478e+08,-1.3172e+08,-4.35366e+07,431.29,-811.873,-447.78,0.000220414,0.00641665,0.00226777,0.142926,0.0843181,0.633933,-0.755375,-8.60084e-07,-1.49476e-06,3.41836e-06,0.0019782,6.69514e-06,2670262.135884791,4572843.298539017,-4204073.556387004,-3784.578111,5578.088473,3666.570462,-4765.221078,-3248.659403,5061.691575,0,0,0,-0.674101,2.65129,391473,19531.3,42474.7,-14804.2,-40674.2,27380.6,803.984,0,0,5.08261e+06,-3.78981e+06,2.34943e+06,-13530.2,-30574.3,-20053.7,1.0597e+11,-2.40797e+10,-9.93083e+10,-5.98764e+06,7.32292e+07,-2.41547e+07,4.95675e+07,-3.70478e+08,-1.00595e+08,-1.46401e+06,322039,-1.90257e+06,7.53498e-08,1.24654e-23,-1.63007e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0607082,0.0471833,0.0355496,-9.35434e-07,-1.49476e-06,3.58137e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,0,0,0,0,0,0,-9.70694e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.65,-741.585,-3.57478e+08,-1.31721e+08,-4.35369e+07,431.291,-811.873,-447.78,0.000220602,0.00641339,0.00227318,0.142037,0.0832113,0.633753,-0.755816,-1.35352e-06,-2.20191e-06,2.91503e-06,0.00197749,6.69133e-06,2668596.656712855,4575296.979117549,-4202459.810091396,-3786.090667,5575.496721,3668.959013,-4779.856807,-3245.550948,5049.878652,0,0,0,-0.673796,2.65177,391466,19506.3,42485.4,-14771.9,-40653.7,27394.9,719.079,0,0,5.07427e+06,-3.79323e+06,2.36191e+06,-13514.1,-30569.4,-20066.4,1.06225e+11,-2.41953e+10,-9.90065e+10,-6.01709e+06,7.23026e+07,-2.41344e+07,4.94837e+07,-3.70535e+08,-1.00422e+08,-1.46001e+06,322633,-1.90504e+06,7.58182e-08,2.10509e-23,-1.62886e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0434595,0.0464252,0.0533939,-1.42934e-06,-2.20191e-06,3.07792e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174.5,0,0,0,0,0,0,-9.70693e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.65,-741.583,-3.57478e+08,-1.31721e+08,-4.35371e+07,431.293,-811.872,-447.78,0.000220741,0.00640921,0.00228082,0.140925,0.0818281,0.633524,-0.756367,-1.44167e-06,-2.30111e-06,2.1281e-06,0.00197663,6.68679e-06,2666513.872169648,4578362.475846332,-4200441.149642492,-3787.98004,5572.255066,3671.94342,-4798.109218,-3241.629975,5035.074063,0,0,0,-0.673414,2.65236,391457,19475.1,42498.7,-14731.7,-40627.6,27412.9,613.085,0,0,5.0638e+06,-3.7975e+06,2.37747e+06,-13495.8,-30565.7,-20082.7,1.06543e+11,-2.43404e+10,-9.86283e+10,-6.12907e+06,7.10056e+07,-2.41536e+07,4.93766e+07,-3.70607e+08,-1.00206e+08,-1.45536e+06,323282,-1.90791e+06,7.64038e-08,-1.95304e-23,-1.62733e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0478264,0.0241159,0.0559175,-1.51808e-06,-2.30111e-06,2.29083e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,0,0,0,0,0,0,-9.70691e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.64,-741.582,-3.57478e+08,-1.31722e+08,-4.35373e+07,431.294,-811.872,-447.78,0.000221106,0.00640529,0.00228756,0.139815,0.0804452,0.633291,-0.756917,-7.70581e-07,-1.2999e-06,2.29221e-06,0.0019758,6.68234e-06,2664429.896531531,4581426.413061087,-4198420.700472321,-3789.868082,5569.010994,3674.92662,-4816.311733,-3237.673351,5020.22726,0,0,0,-0.673033,2.65295,391448,19443.9,42511.9,-14691.4,-40601.1,27431,507.26,0,0,5.05326e+06,-3.80178e+06,2.39299e+06,-13472.2,-30555.7,-20100.5,1.0686e+11,-2.44863e+10,-9.82493e+10,-6.21508e+06,6.98904e+07,-2.41875e+07,4.9267e+07,-3.70679e+08,-9.99902e+07,-1.45019e+06,324035,-1.9109e+06,7.69894e-08,-1.38024e-23,-1.62578e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.034407,0.037215,0.0315864,-8.47571e-07,-1.2999e-06,2.45479e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175.5,0,0,0,0,0,0,-9.7069e+09,-1.34771e+11,-5.84221e+10,30212.8,-1707.64,-741.581,-3.57477e+08,-1.31722e+08,-4.35375e+07,431.295,-811.871,-447.78,0.00022156,0.00640231,0.00229407,0.138926,0.0793391,0.633102,-0.757355,-1.07065e-06,-1.74199e-06,2.72468e-06,0.00197523,6.67961e-06,2662762.090540335,4583876.098712887,-4196803.278287479,-3791.377346,5566.414356,3677.311979,-4830.840543,-3234.479223,5008.318895,0,0,0,-0.672727,2.65342,391441,19419,42522.5,-14659.1,-40579.7,27445.6,422.699,0,0,5.04479e+06,-3.80521e+06,2.40538e+06,-13459.1,-30553.8,-20112.4,1.07111e+11,-2.46036e+10,-9.79455e+10,-6.25409e+06,6.88961e+07,-2.41551e+07,4.91776e+07,-3.70737e+08,-9.98179e+07,-1.44641e+06,324600,-1.91332e+06,7.74579e-08,-1.71055e-23,-1.62452e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0645703,0.0274758,0.0422551,-1.1481e-06,-1.74199e-06,2.88713e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,0,0,0,0,0,0,-9.70688e+09,-1.34772e+11,-5.84221e+10,30212.8,-1707.64,-741.58,-3.57477e+08,-1.31722e+08,-4.35377e+07,431.296,-811.871,-447.779,0.000223027,0.00639948,0.00230168,0.137815,0.0779567,0.632862,-0.757902,-7.11464e-07,-1.20049e-06,2.84498e-06,0.00197477,6.67775e-06,2660676.399619502,4586936.598601168,-4194780.025058629,-3793.262602,5563.166598,3680.292392,-4848.960681,-3230.449385,4993.394932,0,0,0,-0.672345,2.65401,391432,19387.7,42535.6,-14618.8,-40552.5,27463.9,317.122,0,0,5.03415e+06,-3.8095e+06,2.42084e+06,-13444.1,-30552.1,-20125.9,1.07424e+11,-2.4751e+10,-9.75648e+10,-6.24513e+06,6.77084e+07,-2.40623e+07,4.90634e+07,-3.70809e+08,-9.96028e+07,-1.44159e+06,325360,-1.91647e+06,7.80436e-08,2.556e-24,-1.62292e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0528294,0.0383792,0.0291902,-7.89508e-07,-1.20049e-06,3.00727e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176.5,0,0,0,0,0,0,-9.70687e+09,-1.34772e+11,-5.84221e+10,30212.8,-1707.64,-741.579,-3.57477e+08,-1.31723e+08,-4.3538e+07,431.298,-811.87,-447.779,0.0002236,0.00639665,0.00230705,0.136926,0.0768511,0.632667,-0.758339,-1.32395e-06,-2.08673e-06,1.97848e-06,0.00197419,6.67481e-06,2659007.100564557,4589383.712136985,-4193160.242492201,-3794.769747,5560.566824,3682.675695,-4863.424338,-3227.195632,4981.424814,0,0,0,-0.672039,2.65448,391425,19362.8,42546,-14586.5,-40530.5,27478.7,232.743,0,0,5.02559e+06,-3.81294e+06,2.43318e+06,-13431.2,-30549.6,-20137.1,1.07674e+11,-2.48696e+10,-9.72596e+10,-6.24481e+06,6.67795e+07,-2.39985e+07,4.89702e+07,-3.70867e+08,-9.94309e+07,-1.43766e+06,325977,-1.91898e+06,7.85122e-08,5.12511e-24,-1.62162e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0256351,0.0354356,0.0513383,-1.40246e-06,-2.08673e-06,2.14064e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,0,0,0,0,0,0,-9.70685e+09,-1.34772e+11,-5.84221e+10,30212.8,-1707.63,-741.577,-3.57477e+08,-1.31723e+08,-4.35382e+07,431.299,-811.87,-447.779,0.000224383,0.00639318,0.00231434,0.135816,0.0754693,0.63242,-0.758883,-1.39599e-06,-2.18594e-06,2.68041e-06,0.00197353,6.67156e-06,2656919.391870394,4592441.218533222,-4191133.891770532,-3796.652492,5557.31491,3685.653755,-4881.460881,-3223.094132,4966.423928,0,0,0,-0.671657,2.65507,391416,19331.6,42559,-14546.2,-40502.6,27497.2,127.388,0,0,5.01483e+06,-3.81724e+06,2.44857e+06,-13412.5,-30543.8,-20152.3,1.07983e+11,-2.50184e+10,-9.68772e+10,-6.26513e+06,6.56631e+07,-2.39502e+07,4.88516e+07,-3.7094e+08,-9.92162e+07,-1.4326e+06,326764,-1.92209e+06,7.90981e-08,-1.53884e-23,-1.61998e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0331525,0.0476712,0.0538661,-1.47509e-06,-2.18594e-06,2.84241e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
